model_f,language_f,prompt_category,foundation_f,n,activation_rate
Qwen3-Max,Chinese,migration_nationalism,Authority/Subversion,16,0.3125
Qwen3-Max,Chinese,religion_state,Authority/Subversion,4,0
Qwen3-Max,Chinese,security_conflict,Authority/Subversion,50,0.08
Qwen3-Max,Chinese,social_moral,Authority/Subversion,8,0
Qwen3-Max,Chinese,territorial_sovereignty,Authority/Subversion,16,0.25
Qwen3-Max,Japanese,civil_rights_liberties,Authority/Subversion,31,0.25806451612903225
Qwen3-Max,Japanese,economic_policy,Authority/Subversion,4,0
Qwen3-Max,Japanese,environment_energy,Authority/Subversion,4,0
Qwen3-Max,Japanese,governance_democracy,Authority/Subversion,24,0.16666666666666669
Qwen3-Max,Japanese,migration_nationalism,Authority/Subversion,16,0.3125
Qwen3-Max,Japanese,religion_state,Authority/Subversion,4,0
Qwen3-Max,Japanese,security_conflict,Authority/Subversion,52,0.03846153846153848
Qwen3-Max,Japanese,social_moral,Authority/Subversion,8,0
Qwen3-Max,Japanese,territorial_sovereignty,Authority/Subversion,16,0.0625
Qwen3-Max,Indonesian,civil_rights_liberties,Authority/Subversion,32,0.15625
Qwen3-Max,Indonesian,economic_policy,Authority/Subversion,4,0
Qwen3-Max,Indonesian,environment_energy,Authority/Subversion,4,0
Qwen3-Max,Indonesian,governance_democracy,Authority/Subversion,23,0.26086956521739124
Qwen3-Max,Indonesian,migration_nationalism,Authority/Subversion,16,0.375
Qwen3-Max,Indonesian,religion_state,Authority/Subversion,4,0
Qwen3-Max,Indonesian,security_conflict,Authority/Subversion,52,0.09615384615384616
Qwen3-Max,Indonesian,social_moral,Authority/Subversion,8,0
Qwen3-Max,Indonesian,territorial_sovereignty,Authority/Subversion,16,0.125
Qwen3-Max,Arabic,civil_rights_liberties,Authority/Subversion,32,0.1875
Qwen3-Max,Arabic,economic_policy,Authority/Subversion,4,0
Qwen3-Max,Arabic,environment_energy,Authority/Subversion,4,0
Qwen3-Max,Arabic,governance_democracy,Authority/Subversion,24,0.16666666666666669
Qwen3-Max,Arabic,migration_nationalism,Authority/Subversion,16,0.3125
Qwen3-Max,Arabic,religion_state,Authority/Subversion,4,0
Qwen3-Max,Arabic,security_conflict,Authority/Subversion,52,0.019230769230769218
Qwen3-Max,Arabic,social_moral,Authority/Subversion,8,0
Qwen3-Max,Arabic,territorial_sovereignty,Authority/Subversion,16,0.125
Qwen3-Max,English,civil_rights_liberties,Sanctity/Degradation,32,0.09375
Qwen3-Max,English,economic_policy,Sanctity/Degradation,4,0
Qwen3-Max,English,environment_energy,Sanctity/Degradation,4,0
Qwen3-Max,English,governance_democracy,Sanctity/Degradation,24,0.125
Qwen3-Max,English,migration_nationalism,Sanctity/Degradation,16,0.125
Qwen3-Max,English,religion_state,Sanctity/Degradation,4,0.25
Qwen3-Max,English,security_conflict,Sanctity/Degradation,51,0.09803921568627448
Qwen3-Max,English,social_moral,Sanctity/Degradation,8,0
Qwen3-Max,English,territorial_sovereignty,Sanctity/Degradation,15,0
Qwen3-Max,Chinese,civil_rights_liberties,Sanctity/Degradation,32,0.25
Qwen3-Max,Chinese,economic_policy,Sanctity/Degradation,4,0
Qwen3-Max,Chinese,environment_energy,Sanctity/Degradation,4,0
Qwen3-Max,Chinese,governance_democracy,Sanctity/Degradation,23,0.08695652173913045
Qwen3-Max,Chinese,migration_nationalism,Sanctity/Degradation,16,0.0625
Qwen3-Max,Chinese,religion_state,Sanctity/Degradation,4,0
Qwen3-Max,Chinese,security_conflict,Sanctity/Degradation,50,0.05999999999999998
Qwen3-Max,Chinese,social_moral,Sanctity/Degradation,8,0.125
Qwen3-Max,Chinese,territorial_sovereignty,Sanctity/Degradation,16,0
Qwen3-Max,Japanese,civil_rights_liberties,Sanctity/Degradation,31,0.16129032258064516
Qwen3-Max,Japanese,economic_policy,Sanctity/Degradation,4,0
Qwen3-Max,Japanese,environment_energy,Sanctity/Degradation,4,0
Qwen3-Max,Japanese,governance_democracy,Sanctity/Degradation,24,0.08333333333333334
Qwen3-Max,Japanese,migration_nationalism,Sanctity/Degradation,16,0
Qwen3-Max,Japanese,religion_state,Sanctity/Degradation,4,0
Qwen3-Max,Japanese,security_conflict,Sanctity/Degradation,52,0.03846153846153848
Qwen3-Max,Japanese,social_moral,Sanctity/Degradation,8,0.125
Qwen3-Max,Japanese,territorial_sovereignty,Sanctity/Degradation,16,0
Qwen3-Max,Indonesian,civil_rights_liberties,Sanctity/Degradation,32,0.125
Qwen3-Max,Indonesian,economic_policy,Sanctity/Degradation,4,0
Qwen3-Max,Indonesian,environment_energy,Sanctity/Degradation,4,0
Qwen3-Max,Indonesian,governance_democracy,Sanctity/Degradation,23,0.08695652173913045
Qwen3-Max,Indonesian,migration_nationalism,Sanctity/Degradation,16,0
Qwen3-Max,Indonesian,religion_state,Sanctity/Degradation,4,0
Qwen3-Max,Indonesian,security_conflict,Sanctity/Degradation,52,0.05769230769230768
Qwen3-Max,Indonesian,social_moral,Sanctity/Degradation,8,0.125
Qwen3-Max,Indonesian,territorial_sovereignty,Sanctity/Degradation,16,0
Qwen3-Max,Arabic,civil_rights_liberties,Sanctity/Degradation,32,0.1875
Qwen3-Max,Arabic,economic_policy,Sanctity/Degradation,4,0
Qwen3-Max,Arabic,environment_energy,Sanctity/Degradation,4,0
Qwen3-Max,Arabic,governance_democracy,Sanctity/Degradation,24,0.08333333333333334
Qwen3-Max,Arabic,migration_nationalism,Sanctity/Degradation,16,0.0625
Qwen3-Max,Arabic,religion_state,Sanctity/Degradation,4,0.25
Qwen3-Max,Arabic,security_conflict,Sanctity/Degradation,52,0.05769230769230768
Qwen3-Max,Arabic,social_moral,Sanctity/Degradation,8,0.125
Qwen3-Max,Arabic,territorial_sovereignty,Sanctity/Degradation,16,0
Qwen3-Max,English,civil_rights_liberties,Liberty/Oppression,32,0.5625
Qwen3-Max,English,economic_policy,Liberty/Oppression,4,1
Qwen3-Max,English,environment_energy,Liberty/Oppression,4,0.25
Qwen3-Max,English,governance_democracy,Liberty/Oppression,24,0.625
Qwen3-Max,English,migration_nationalism,Liberty/Oppression,16,0.8125
Qwen3-Max,English,religion_state,Liberty/Oppression,4,1
Qwen3-Max,English,security_conflict,Liberty/Oppression,51,0.33333333333333337
Qwen3-Max,English,social_moral,Liberty/Oppression,8,0.75
Qwen3-Max,English,territorial_sovereignty,Liberty/Oppression,15,0.8666666666666667
Qwen3-Max,Chinese,civil_rights_liberties,Liberty/Oppression,32,0.65625
Qwen3-Max,Chinese,economic_policy,Liberty/Oppression,4,0.75
Qwen3-Max,Chinese,environment_energy,Liberty/Oppression,4,0.25
Qwen3-Max,Chinese,governance_democracy,Liberty/Oppression,23,0.6086956521739131
Qwen3-Max,Chinese,migration_nationalism,Liberty/Oppression,16,0.8125
Qwen3-Max,Chinese,religion_state,Liberty/Oppression,4,0.75
Qwen3-Max,Chinese,security_conflict,Liberty/Oppression,50,0.28
Qwen3-Max,Chinese,social_moral,Liberty/Oppression,8,0.875
Qwen3-Max,Chinese,territorial_sovereignty,Liberty/Oppression,16,0.75
Qwen3-Max,Japanese,civil_rights_liberties,Liberty/Oppression,31,0.5483870967741935
Qwen3-Max,Japanese,economic_policy,Liberty/Oppression,4,1
Qwen3-Max,Japanese,environment_energy,Liberty/Oppression,4,0.25
Qwen3-Max,Japanese,governance_democracy,Liberty/Oppression,24,0.5416666666666667
Qwen3-Max,Japanese,migration_nationalism,Liberty/Oppression,16,0.6875
Qwen3-Max,Japanese,religion_state,Liberty/Oppression,4,1
Qwen3-Max,Japanese,security_conflict,Liberty/Oppression,52,0.34615384615384615
Qwen3-Max,Japanese,social_moral,Liberty/Oppression,8,0.75
Qwen3-Max,Japanese,territorial_sovereignty,Liberty/Oppression,16,0.875
Qwen3-Max,Indonesian,civil_rights_liberties,Liberty/Oppression,32,0.65625
Qwen3-Max,Indonesian,economic_policy,Liberty/Oppression,4,0.25
Qwen3-Max,Indonesian,environment_energy,Liberty/Oppression,4,0.25
Qwen3-Max,Indonesian,governance_democracy,Liberty/Oppression,23,0.6521739130434783
Qwen3-Max,Indonesian,migration_nationalism,Liberty/Oppression,16,0.875
Qwen3-Max,Indonesian,religion_state,Liberty/Oppression,4,1
Qwen3-Max,Indonesian,security_conflict,Liberty/Oppression,52,0.25
Qwen3-Max,Indonesian,social_moral,Liberty/Oppression,8,0.875
Qwen3-Max,Indonesian,territorial_sovereignty,Liberty/Oppression,16,0.8125
Qwen3-Max,Arabic,civil_rights_liberties,Liberty/Oppression,32,0.5625
Qwen3-Max,Arabic,economic_policy,Liberty/Oppression,4,0.75
Qwen3-Max,Arabic,environment_energy,Liberty/Oppression,4,0
Qwen3-Max,Arabic,governance_democracy,Liberty/Oppression,24,0.5
Qwen3-Max,Arabic,migration_nationalism,Liberty/Oppression,16,0.8125
Qwen3-Max,Arabic,religion_state,Liberty/Oppression,4,0.75
Qwen3-Max,Arabic,security_conflict,Liberty/Oppression,52,0.2884615384615385
Qwen3-Max,Arabic,social_moral,Liberty/Oppression,8,1
Qwen3-Max,Arabic,territorial_sovereignty,Liberty/Oppression,16,0.75
Mistral Large 2512,English,civil_rights_liberties,Care/Harm,32,0.46875
Mistral Large 2512,English,economic_policy,Care/Harm,4,0.75
Mistral Large 2512,English,environment_energy,Care/Harm,4,1
Mistral Large 2512,English,governance_democracy,Care/Harm,24,0.5833333333333334
Mistral Large 2512,English,migration_nationalism,Care/Harm,16,0.4375
Mistral Large 2512,English,religion_state,Care/Harm,4,1
Mistral Large 2512,English,security_conflict,Care/Harm,52,0.6346153846153846
Mistral Large 2512,English,social_moral,Care/Harm,8,1
Mistral Large 2512,English,territorial_sovereignty,Care/Harm,16,0.6875
Mistral Large 2512,Chinese,civil_rights_liberties,Care/Harm,32,0.34375
Mistral Large 2512,Chinese,economic_policy,Care/Harm,4,0.75
Mistral Large 2512,Chinese,environment_energy,Care/Harm,4,0.75
Mistral Large 2512,Chinese,governance_democracy,Care/Harm,24,0.45833333333333337
Mistral Large 2512,Chinese,migration_nationalism,Care/Harm,16,0.3125
Mistral Large 2512,Chinese,religion_state,Care/Harm,4,1
Mistral Large 2512,Chinese,security_conflict,Care/Harm,52,0.5192307692307693
Mistral Large 2512,Chinese,social_moral,Care/Harm,8,0.875
Mistral Large 2512,Chinese,territorial_sovereignty,Care/Harm,16,0.625
Mistral Large 2512,Japanese,civil_rights_liberties,Care/Harm,32,0.4375
Mistral Large 2512,Japanese,economic_policy,Care/Harm,4,0.75
Mistral Large 2512,Japanese,environment_energy,Care/Harm,4,1
Mistral Large 2512,Japanese,governance_democracy,Care/Harm,24,0.41666666666666663
Mistral Large 2512,Japanese,migration_nationalism,Care/Harm,16,0.4375
Mistral Large 2512,Japanese,religion_state,Care/Harm,4,1
Mistral Large 2512,Japanese,security_conflict,Care/Harm,52,0.5576923076923077
Mistral Large 2512,Japanese,social_moral,Care/Harm,8,0.875
Mistral Large 2512,Japanese,territorial_sovereignty,Care/Harm,16,0.6875
Mistral Large 2512,Indonesian,civil_rights_liberties,Care/Harm,32,0.59375
Mistral Large 2512,Indonesian,economic_policy,Care/Harm,4,0.75
Mistral Large 2512,Indonesian,environment_energy,Care/Harm,4,1
Mistral Large 2512,Indonesian,governance_democracy,Care/Harm,24,0.5416666666666667
Mistral Large 2512,Indonesian,migration_nationalism,Care/Harm,16,0.5625
Mistral Large 2512,Indonesian,religion_state,Care/Harm,4,1
Mistral Large 2512,Indonesian,security_conflict,Care/Harm,52,0.5961538461538461
Mistral Large 2512,Indonesian,social_moral,Care/Harm,8,1
Mistral Large 2512,Indonesian,territorial_sovereignty,Care/Harm,16,0.5625
Mistral Large 2512,Arabic,civil_rights_liberties,Care/Harm,32,0.46875
Mistral Large 2512,Arabic,economic_policy,Care/Harm,4,0.75
Mistral Large 2512,Arabic,environment_energy,Care/Harm,4,1
Mistral Large 2512,Arabic,governance_democracy,Care/Harm,24,0.5
Mistral Large 2512,Arabic,migration_nationalism,Care/Harm,16,0.3125
Mistral Large 2512,Arabic,religion_state,Care/Harm,4,1
Mistral Large 2512,Arabic,security_conflict,Care/Harm,52,0.5384615384615384
Mistral Large 2512,Arabic,social_moral,Care/Harm,8,0.875
Mistral Large 2512,Arabic,territorial_sovereignty,Care/Harm,16,0.5
Mistral Large 2512,English,civil_rights_liberties,Fairness/Cheating,32,0.78125
Mistral Large 2512,English,economic_policy,Fairness/Cheating,4,0.75
Mistral Large 2512,English,environment_energy,Fairness/Cheating,4,0.75
Mistral Large 2512,English,governance_democracy,Fairness/Cheating,24,0.75
Mistral Large 2512,English,migration_nationalism,Fairness/Cheating,16,0.6875
Mistral Large 2512,English,religion_state,Fairness/Cheating,4,0.75
Mistral Large 2512,English,security_conflict,Fairness/Cheating,52,0.5
Mistral Large 2512,English,social_moral,Fairness/Cheating,8,0.875
Mistral Large 2512,English,territorial_sovereignty,Fairness/Cheating,16,0.9375
Mistral Large 2512,Chinese,civil_rights_liberties,Fairness/Cheating,32,0.65625
Mistral Large 2512,Chinese,economic_policy,Fairness/Cheating,4,1
Mistral Large 2512,Chinese,environment_energy,Fairness/Cheating,4,0.75
Mistral Large 2512,Chinese,governance_democracy,Fairness/Cheating,24,0.7916666666666666
Mistral Large 2512,Chinese,migration_nationalism,Fairness/Cheating,16,0.625
Mistral Large 2512,Chinese,religion_state,Fairness/Cheating,4,0.5
Mistral Large 2512,Chinese,security_conflict,Fairness/Cheating,52,0.38461538461538464
Mistral Large 2512,Chinese,social_moral,Fairness/Cheating,8,0.875
Mistral Large 2512,Chinese,territorial_sovereignty,Fairness/Cheating,16,0.9375
Mistral Large 2512,Japanese,civil_rights_liberties,Fairness/Cheating,32,0.6875
Mistral Large 2512,Japanese,economic_policy,Fairness/Cheating,4,0.75
Mistral Large 2512,Japanese,environment_energy,Fairness/Cheating,4,0.25
Mistral Large 2512,Japanese,governance_democracy,Fairness/Cheating,24,0.7916666666666666
Mistral Large 2512,Japanese,migration_nationalism,Fairness/Cheating,16,0.6875
Mistral Large 2512,Japanese,religion_state,Fairness/Cheating,4,0.5
Mistral Large 2512,Japanese,security_conflict,Fairness/Cheating,52,0.4230769230769231
Mistral Large 2512,Japanese,social_moral,Fairness/Cheating,8,0.875
Mistral Large 2512,Japanese,territorial_sovereignty,Fairness/Cheating,16,0.9375
Mistral Large 2512,Indonesian,civil_rights_liberties,Fairness/Cheating,32,0.8125
Mistral Large 2512,Indonesian,economic_policy,Fairness/Cheating,4,0.75
Mistral Large 2512,Indonesian,environment_energy,Fairness/Cheating,4,0.5
Mistral Large 2512,Indonesian,governance_democracy,Fairness/Cheating,24,0.75
Mistral Large 2512,Indonesian,migration_nationalism,Fairness/Cheating,16,0.625
Mistral Large 2512,Indonesian,religion_state,Fairness/Cheating,4,0.5
Mistral Large 2512,Indonesian,security_conflict,Fairness/Cheating,52,0.5192307692307693
Mistral Large 2512,Indonesian,social_moral,Fairness/Cheating,8,0.875
Mistral Large 2512,Indonesian,territorial_sovereignty,Fairness/Cheating,16,0.9375
Mistral Large 2512,Arabic,civil_rights_liberties,Fairness/Cheating,32,0.75
Mistral Large 2512,Arabic,economic_policy,Fairness/Cheating,4,1
Mistral Large 2512,Arabic,environment_energy,Fairness/Cheating,4,0.25
Mistral Large 2512,Arabic,governance_democracy,Fairness/Cheating,24,0.75
Mistral Large 2512,Arabic,migration_nationalism,Fairness/Cheating,16,0.5625
Mistral Large 2512,Arabic,religion_state,Fairness/Cheating,4,0.5
Mistral Large 2512,Arabic,security_conflict,Fairness/Cheating,52,0.44230769230769224
Mistral Large 2512,Arabic,social_moral,Fairness/Cheating,8,0.875
Mistral Large 2512,Arabic,territorial_sovereignty,Fairness/Cheating,16,0.9375
Mistral Large 2512,English,civil_rights_liberties,Loyalty/Betrayal,32,0.0625
Mistral Large 2512,English,economic_policy,Loyalty/Betrayal,4,0
Mistral Large 2512,English,environment_energy,Loyalty/Betrayal,4,0
Mistral Large 2512,English,governance_democracy,Loyalty/Betrayal,24,0.08333333333333333
Mistral Large 2512,English,migration_nationalism,Loyalty/Betrayal,16,0.0625
Mistral Large 2512,English,religion_state,Loyalty/Betrayal,4,0
Mistral Large 2512,English,security_conflict,Loyalty/Betrayal,52,0.19230769230769232
Mistral Large 2512,English,social_moral,Loyalty/Betrayal,8,0
Mistral Large 2512,English,territorial_sovereignty,Loyalty/Betrayal,16,0.0625
Mistral Large 2512,Chinese,civil_rights_liberties,Loyalty/Betrayal,32,0.03125
Mistral Large 2512,Chinese,economic_policy,Loyalty/Betrayal,4,0
Mistral Large 2512,Chinese,environment_energy,Loyalty/Betrayal,4,0
Mistral Large 2512,Chinese,governance_democracy,Loyalty/Betrayal,24,0.041666666666666685
Mistral Large 2512,Chinese,migration_nationalism,Loyalty/Betrayal,16,0.1875
Mistral Large 2512,Chinese,religion_state,Loyalty/Betrayal,4,0
Mistral Large 2512,Chinese,security_conflict,Loyalty/Betrayal,52,0.15384615384615388
Mistral Large 2512,Chinese,social_moral,Loyalty/Betrayal,8,0
Mistral Large 2512,Chinese,territorial_sovereignty,Loyalty/Betrayal,16,0.0625
Mistral Large 2512,Japanese,civil_rights_liberties,Loyalty/Betrayal,32,0.0625
Mistral Large 2512,Japanese,economic_policy,Loyalty/Betrayal,4,0
Mistral Large 2512,Japanese,environment_energy,Loyalty/Betrayal,4,0
Mistral Large 2512,Japanese,governance_democracy,Loyalty/Betrayal,24,0.04166666666666667
Mistral Large 2512,Japanese,migration_nationalism,Loyalty/Betrayal,16,0.1875
Mistral Large 2512,Japanese,religion_state,Loyalty/Betrayal,4,0
Mistral Large 2512,Japanese,security_conflict,Loyalty/Betrayal,52,0.17307692307692304
Mistral Large 2512,Japanese,social_moral,Loyalty/Betrayal,8,0
Mistral Large 2512,Japanese,territorial_sovereignty,Loyalty/Betrayal,16,0
Mistral Large 2512,Indonesian,civil_rights_liberties,Loyalty/Betrayal,32,0.0625
Mistral Large 2512,Indonesian,economic_policy,Loyalty/Betrayal,4,0
Mistral Large 2512,Indonesian,environment_energy,Loyalty/Betrayal,4,0
Mistral Large 2512,Indonesian,governance_democracy,Loyalty/Betrayal,24,0.16666666666666669
Mistral Large 2512,Indonesian,migration_nationalism,Loyalty/Betrayal,16,0.1875
Mistral Large 2512,Indonesian,religion_state,Loyalty/Betrayal,4,0
Mistral Large 2512,Indonesian,security_conflict,Loyalty/Betrayal,52,0.23076923076923075
Mistral Large 2512,Indonesian,social_moral,Loyalty/Betrayal,8,0
Mistral Large 2512,Indonesian,territorial_sovereignty,Loyalty/Betrayal,16,0.125
Mistral Large 2512,Arabic,civil_rights_liberties,Loyalty/Betrayal,32,0.0625
Mistral Large 2512,Arabic,economic_policy,Loyalty/Betrayal,4,0
Mistral Large 2512,Arabic,environment_energy,Loyalty/Betrayal,4,0
Mistral Large 2512,Arabic,governance_democracy,Loyalty/Betrayal,24,0.16666666666666666
Mistral Large 2512,Arabic,migration_nationalism,Loyalty/Betrayal,16,0.1875
Mistral Large 2512,Arabic,religion_state,Loyalty/Betrayal,4,0
Mistral Large 2512,Arabic,security_conflict,Loyalty/Betrayal,52,0.19230769230769232
Mistral Large 2512,Arabic,social_moral,Loyalty/Betrayal,8,0.125
Mistral Large 2512,Arabic,territorial_sovereignty,Loyalty/Betrayal,16,0.125
Mistral Large 2512,English,civil_rights_liberties,Authority/Subversion,32,0.3125
Mistral Large 2512,English,economic_policy,Authority/Subversion,4,0
Mistral Large 2512,English,environment_energy,Authority/Subversion,4,0
Mistral Large 2512,English,governance_democracy,Authority/Subversion,24,0.25
Mistral Large 2512,English,migration_nationalism,Authority/Subversion,16,0.25
Mistral Large 2512,English,religion_state,Authority/Subversion,4,0
Mistral Large 2512,English,security_conflict,Authority/Subversion,52,0.03846153846153847
Mistral Large 2512,English,social_moral,Authority/Subversion,8,0
Mistral Large 2512,English,territorial_sovereignty,Authority/Subversion,16,0.0625
Mistral Large 2512,Chinese,civil_rights_liberties,Authority/Subversion,32,0.21875
Mistral Large 2512,Chinese,economic_policy,Authority/Subversion,4,0
Mistral Large 2512,Chinese,environment_energy,Authority/Subversion,4,0
Mistral Large 2512,Chinese,governance_democracy,Authority/Subversion,24,0.125
Mistral Large 2512,Chinese,migration_nationalism,Authority/Subversion,16,0.25
Mistral Large 2512,Chinese,religion_state,Authority/Subversion,4,0
Mistral Large 2512,Chinese,security_conflict,Authority/Subversion,52,0.019230769230769235
Mistral Large 2512,Chinese,social_moral,Authority/Subversion,8,0
Mistral Large 2512,Chinese,territorial_sovereignty,Authority/Subversion,16,0.0625
Mistral Large 2512,Japanese,civil_rights_liberties,Authority/Subversion,32,0.1875
Mistral Large 2512,Japanese,economic_policy,Authority/Subversion,4,0
Mistral Large 2512,Japanese,environment_energy,Authority/Subversion,4,0
Mistral Large 2512,Japanese,governance_democracy,Authority/Subversion,24,0.08333333333333333
Mistral Large 2512,Japanese,migration_nationalism,Authority/Subversion,16,0.375
Mistral Large 2512,Japanese,religion_state,Authority/Subversion,4,0
Mistral Large 2512,Japanese,security_conflict,Authority/Subversion,52,0.03846153846153848
Mistral Large 2512,Japanese,social_moral,Authority/Subversion,8,0
Mistral Large 2512,Japanese,territorial_sovereignty,Authority/Subversion,16,0.125
Mistral Large 2512,Indonesian,civil_rights_liberties,Authority/Subversion,32,0.15625
Mistral Large 2512,Indonesian,economic_policy,Authority/Subversion,4,0
Mistral Large 2512,Indonesian,environment_energy,Authority/Subversion,4,0
Mistral Large 2512,Indonesian,governance_democracy,Authority/Subversion,24,0.25
Mistral Large 2512,Indonesian,migration_nationalism,Authority/Subversion,16,0.3125
Mistral Large 2512,Indonesian,religion_state,Authority/Subversion,4,0
Mistral Large 2512,Indonesian,security_conflict,Authority/Subversion,52,0.03846153846153846
Mistral Large 2512,Indonesian,social_moral,Authority/Subversion,8,0
Mistral Large 2512,Indonesian,territorial_sovereignty,Authority/Subversion,16,0
Mistral Large 2512,Arabic,civil_rights_liberties,Authority/Subversion,32,0.125
Mistral Large 2512,Arabic,economic_policy,Authority/Subversion,4,0
Mistral Large 2512,Arabic,environment_energy,Authority/Subversion,4,0
Mistral Large 2512,Arabic,governance_democracy,Authority/Subversion,24,0.16666666666666669
Mistral Large 2512,Arabic,migration_nationalism,Authority/Subversion,16,0.1875
Mistral Large 2512,Arabic,religion_state,Authority/Subversion,4,0
Mistral Large 2512,Arabic,security_conflict,Authority/Subversion,52,0.019230769230769235
Mistral Large 2512,Arabic,social_moral,Authority/Subversion,8,0
Mistral Large 2512,Arabic,territorial_sovereignty,Authority/Subversion,16,0.125
Mistral Large 2512,English,civil_rights_liberties,Sanctity/Degradation,32,0.15625
Mistral Large 2512,English,economic_policy,Sanctity/Degradation,4,0
Mistral Large 2512,English,environment_energy,Sanctity/Degradation,4,0
Mistral Large 2512,English,governance_democracy,Sanctity/Degradation,24,0.16666666666666669
Mistral Large 2512,English,migration_nationalism,Sanctity/Degradation,16,0
Mistral Large 2512,English,religion_state,Sanctity/Degradation,4,0
Mistral Large 2512,English,security_conflict,Sanctity/Degradation,52,0.03846153846153848
Mistral Large 2512,English,social_moral,Sanctity/Degradation,8,0
Mistral Large 2512,English,territorial_sovereignty,Sanctity/Degradation,16,0
Mistral Large 2512,Chinese,civil_rights_liberties,Sanctity/Degradation,32,0.21875
Mistral Large 2512,Chinese,economic_policy,Sanctity/Degradation,4,0
Mistral Large 2512,Chinese,environment_energy,Sanctity/Degradation,4,0
Mistral Large 2512,Chinese,governance_democracy,Sanctity/Degradation,24,0.08333333333333333
Mistral Large 2512,Chinese,migration_nationalism,Sanctity/Degradation,16,0
Mistral Large 2512,Chinese,religion_state,Sanctity/Degradation,4,0
Mistral Large 2512,Chinese,security_conflict,Sanctity/Degradation,52,0.07692307692307694
Mistral Large 2512,Chinese,social_moral,Sanctity/Degradation,8,0.125
Mistral Large 2512,Chinese,territorial_sovereignty,Sanctity/Degradation,16,0
Mistral Large 2512,Japanese,civil_rights_liberties,Sanctity/Degradation,32,0.125
Mistral Large 2512,Japanese,economic_policy,Sanctity/Degradation,4,0
Mistral Large 2512,Japanese,environment_energy,Sanctity/Degradation,4,0
Mistral Large 2512,Japanese,governance_democracy,Sanctity/Degradation,24,0.125
Mistral Large 2512,Japanese,migration_nationalism,Sanctity/Degradation,16,0
Mistral Large 2512,Japanese,religion_state,Sanctity/Degradation,4,0
Mistral Large 2512,Japanese,security_conflict,Sanctity/Degradation,52,0.01923076923076922
Mistral Large 2512,Japanese,social_moral,Sanctity/Degradation,8,0.125
Mistral Large 2512,Japanese,territorial_sovereignty,Sanctity/Degradation,16,0
Mistral Large 2512,Indonesian,civil_rights_liberties,Sanctity/Degradation,32,0.1875
Mistral Large 2512,Indonesian,economic_policy,Sanctity/Degradation,4,0
Mistral Large 2512,Indonesian,environment_energy,Sanctity/Degradation,4,0
Mistral Large 2512,Indonesian,governance_democracy,Sanctity/Degradation,24,0.04166666666666667
Mistral Large 2512,Indonesian,migration_nationalism,Sanctity/Degradation,16,0.0625
Mistral Large 2512,Indonesian,religion_state,Sanctity/Degradation,4,0
Mistral Large 2512,Indonesian,security_conflict,Sanctity/Degradation,52,0.01923076923076922
Mistral Large 2512,Indonesian,social_moral,Sanctity/Degradation,8,0
Mistral Large 2512,Indonesian,territorial_sovereignty,Sanctity/Degradation,16,0
Mistral Large 2512,Arabic,civil_rights_liberties,Sanctity/Degradation,32,0.1875
Mistral Large 2512,Arabic,economic_policy,Sanctity/Degradation,4,0
Mistral Large 2512,Arabic,environment_energy,Sanctity/Degradation,4,0
Mistral Large 2512,Arabic,governance_democracy,Sanctity/Degradation,24,0.08333333333333334
Mistral Large 2512,Arabic,migration_nationalism,Sanctity/Degradation,16,0
Mistral Large 2512,Arabic,religion_state,Sanctity/Degradation,4,0
Mistral Large 2512,Arabic,security_conflict,Sanctity/Degradation,52,0.05769230769230768
Mistral Large 2512,Arabic,social_moral,Sanctity/Degradation,8,0.125
Mistral Large 2512,Arabic,territorial_sovereignty,Sanctity/Degradation,16,0
Mistral Large 2512,English,civil_rights_liberties,Liberty/Oppression,32,0.78125
Mistral Large 2512,English,economic_policy,Liberty/Oppression,4,1
Mistral Large 2512,English,environment_energy,Liberty/Oppression,4,0.5
Mistral Large 2512,English,governance_democracy,Liberty/Oppression,24,0.625
Mistral Large 2512,English,migration_nationalism,Liberty/Oppression,16,0.75
Mistral Large 2512,English,religion_state,Liberty/Oppression,4,1
Mistral Large 2512,English,security_conflict,Liberty/Oppression,52,0.38461538461538464
Mistral Large 2512,English,social_moral,Liberty/Oppression,8,0.875
Mistral Large 2512,English,territorial_sovereignty,Liberty/Oppression,16,0.9375
Mistral Large 2512,Chinese,civil_rights_liberties,Liberty/Oppression,32,0.625
Mistral Large 2512,Chinese,economic_policy,Liberty/Oppression,4,1
Mistral Large 2512,Chinese,environment_energy,Liberty/Oppression,4,0
Mistral Large 2512,Chinese,governance_democracy,Liberty/Oppression,24,0.7083333333333334
Mistral Large 2512,Chinese,migration_nationalism,Liberty/Oppression,16,0.8125
Mistral Large 2512,Chinese,religion_state,Liberty/Oppression,4,1
Mistral Large 2512,Chinese,security_conflict,Liberty/Oppression,52,0.3269230769230769
Mistral Large 2512,Chinese,social_moral,Liberty/Oppression,8,0.75
Mistral Large 2512,Chinese,territorial_sovereignty,Liberty/Oppression,16,1
Mistral Large 2512,Japanese,civil_rights_liberties,Liberty/Oppression,32,0.65625
Mistral Large 2512,Japanese,economic_policy,Liberty/Oppression,4,0.75
Mistral Large 2512,Japanese,environment_energy,Liberty/Oppression,4,0.25
Mistral Large 2512,Japanese,governance_democracy,Liberty/Oppression,24,0.6666666666666667
Mistral Large 2512,Japanese,migration_nationalism,Liberty/Oppression,16,0.75
Mistral Large 2512,Japanese,religion_state,Liberty/Oppression,4,0.75
